User ID,City,Age,Gender,Device,Platform,First Access,Last Active,Orders,Total Spend (₹),Watched Video,Saved Recipe
U1317,Mumbai,23,F,Android,App,13-11-2024,06-05-2025,3,463,No,No
U1318,Hyderabad,32,F,Android,App,14-11-2024,14-05-2025,0,301,Yes,No
U1319,Mumbai,31,M,Android,App,15-11-2024,13-05-2025,0,981,Yes,Yes
U1320,Bangalore,32,F,Android,Web,16-11-2024,04-05-2025,6,245,Yes,Yes
U1321,Kolkata,33,F,Android,App,17-11-2024,10-05-2025,2,935,Yes,Yes
U1322,Bangalore,39,M,Android,App,18-11-2024,05-05-2025,6,738,Yes,Yes
U1323,Chennai,37,M,Android,App,19-11-2024,25-04-2025,0,234,Yes,No
U1324,Delhi,25,F,Android,App,20-11-2024,08-05-2025,2,725,Yes,No
U1325,Delhi,30,M,Android,App,21-11-2024,12-05-2025,0,1387,No,Yes
U1326,Mumbai,21,M,Android,App,22-11-2024,14-05-2025,1,163,Yes,Yes
U1327,Hyderabad,42,M,Android,App,23-11-2024,22-04-2025,6,590,Yes,No
U1328,Kolkata,38,M,Android,App,24-11-2024,11-05-2025,1,140,Yes,Yes
U1329,Pune,38,F,Android,App,25-11-2024,30-04-2025,2,1419,No,No
U1330,Delhi,24,M,iPhone,App,26-11-2024,11-05-2025,1,1126,No,Yes
U1331,Chennai,38,M,Android,App,27-11-2024,23-04-2025,1,1012,Yes,No
U1332,Mumbai,21,M,Android,App,28-11-2024,09-05-2025,4,1074,Yes,No
U1333,Mumbai,29,M,Android,App,29-11-2024,08-05-2025,5,1233,Yes,No
U1334,Pune,44,M,Android,App,30-11-2024,01-05-2025,3,1344,No,No
U1335,Chennai,21,M,Android,App,01-12-2024,19-04-2025,1,1493,No,Yes
U1336,Hyderabad,30,M,iPhone,App,02-12-2024,30-04-2025,2,467,Yes,No
U1337,Chennai,37,M,Android,App,03-12-2024,25-04-2025,3,1017,Yes,No
U1338,Hyderabad,43,F,Android,App,04-12-2024,30-04-2025,3,1127,Yes,Yes
U1339,Chennai,34,M,Android,App,05-12-2024,26-04-2025,3,343,Yes,Yes
U1340,Chennai,28,F,Android,App,06-12-2024,21-04-2025,3,1001,No,Yes
U1341,Bangalore,42,M,Android,App,07-12-2024,01-05-2025,2,265,Yes,Yes
U1342,Mumbai,38,M,Android,App,08-12-2024,15-04-2025,3,1149,Yes,Yes
U1343,Chennai,28,M,Android,App,09-12-2024,29-04-2025,5,1140,No,No
U1344,Pune,22,M,Android,App,10-12-2024,16-04-2025,0,827,No,Yes
U1345,Chennai,40,F,Android,App,11-12-2024,26-04-2025,1,1215,Yes,No
U1346,Delhi,28,M,Android,App,12-12-2024,21-04-2025,3,582,No,Yes
U1347,Mumbai,33,M,iPhone,App,13-12-2024,07-05-2025,1,642,Yes,Yes
U1348,Delhi,38,F,Android,App,14-12-2024,19-04-2025,0,1328,No,Yes
U1349,Mumbai,26,F,iPhone,App,15-12-2024,05-05-2025,1,1030,No,Yes
U1350,Delhi,35,M,Android,App,16-12-2024,05-05-2025,3,499,Yes,Yes
U1351,Chennai,35,F,iPhone,App,17-12-2024,10-05-2025,3,1330,No,Yes
U1352,Chennai,20,F,iPhone,App,18-12-2024,29-04-2025,3,718,No,Yes
U1353,Bangalore,23,F,Android,App,19-12-2024,01-05-2025,2,1269,Yes,No
U1354,Pune,23,M,Android,App,20-12-2024,26-04-2025,2,978,Yes,No
U1355,Delhi,26,M,Android,App,21-12-2024,15-04-2025,2,200,No,Yes
U1356,Hyderabad,27,M,iPhone,App,22-12-2024,09-05-2025,3,979,Yes,No
U1357,Bangalore,36,F,Android,App,23-12-2024,26-04-2025,2,929,Yes,No
U1358,Delhi,24,M,Android,App,24-12-2024,03-05-2025,1,1364,No,Yes
U1359,Delhi,26,F,Android,Web,25-12-2024,06-05-2025,2,858,No,No
U1360,Bangalore,39,M,iPhone,App,26-12-2024,05-05-2025,3,262,Yes,No
U1361,Chennai,39,M,iPhone,App,27-12-2024,25-04-2025,1,1296,Yes,Yes
U1362,Delhi,23,F,iPhone,App,28-12-2024,24-04-2025,3,601,Yes,Yes
U1363,Chennai,25,M,Android,App,29-12-2024,06-05-2025,1,646,Yes,Yes
U1364,Bangalore,26,F,Android,App,30-12-2024,05-05-2025,1,1407,Yes,Yes
U1365,Chennai,37,F,Android,App,31-12-2024,20-04-2025,0,1482,No,No
U1366,Mumbai,24,M,Android,App,01-01-2025,19-04-2025,1,480,Yes,Yes
U1367,Hyderabad,39,F,Android,App,02-01-2025,26-04-2025,1,969,Yes,No
U1368,Kolkata,22,M,Android,App,03-01-2025,25-04-2025,0,1004,Yes,No
U1369,Delhi,26,M,Android,App,04-01-2025,10-05-2025,0,1286,No,No
U1370,Pune,41,F,Android,App,05-01-2025,15-05-2025,1,1101,Yes,No
U1371,Hyderabad,33,M,iPhone,Web,06-01-2025,25-04-2025,1,708,Yes,Yes
U1372,Kolkata,26,F,Android,App,07-01-2025,02-05-2025,2,406,Yes,Yes
U1373,Chennai,24,M,iPhone,App,08-01-2025,15-04-2025,0,1462,Yes,No
U1374,Delhi,41,M,Android,App,09-01-2025,02-05-2025,2,154,Yes,Yes
U1375,Chennai,24,M,Android,App,10-01-2025,28-04-2025,0,1082,Yes,Yes
U1376,Mumbai,42,M,Android,App,11-01-2025,09-05-2025,2,432,Yes,No
U1377,Bangalore,21,M,Android,App,12-01-2025,23-04-2025,4,226,Yes,No
U1378,Delhi,40,F,Android,App,13-01-2025,10-05-2025,0,804,Yes,Yes
U1379,Kolkata,41,F,Android,App,14-01-2025,25-04-2025,1,342,Yes,No
U1380,Kolkata,25,F,Android,App,15-01-2025,24-04-2025,3,699,Yes,No
U1381,Mumbai,34,F,Android,App,16-01-2025,17-04-2025,3,602,Yes,Yes
U1382,Mumbai,40,F,Android,App,17-01-2025,30-04-2025,0,703,Yes,Yes
U1383,Delhi,29,F,iPhone,App,18-01-2025,19-04-2025,1,402,Yes,No
U1384,Chennai,42,M,Android,App,19-01-2025,26-04-2025,3,334,No,Yes
U1385,Pune,43,M,Android,App,20-01-2025,17-04-2025,1,1161,Yes,Yes
U1386,Kolkata,26,F,Android,App,21-01-2025,28-04-2025,4,238,Yes,Yes
U1387,Kolkata,24,F,Android,App,22-01-2025,20-04-2025,0,294,Yes,No
U1388,Mumbai,20,M,Android,Web,23-01-2025,29-04-2025,2,746,No,Yes
U1389,Hyderabad,32,M,Android,App,24-01-2025,12-05-2025,0,100,No,Yes
U1390,Mumbai,40,M,iPhone,App,25-01-2025,23-04-2025,1,660,Yes,Yes
U1391,Pune,37,F,Android,App,26-01-2025,26-04-2025,2,1219,Yes,No
U1392,Chennai,32,F,iPhone,App,27-01-2025,20-04-2025,0,812,Yes,Yes
U1393,Chennai,40,F,iPhone,App,28-01-2025,21-04-2025,4,512,Yes,No
U1394,Hyderabad,40,M,Android,App,29-01-2025,16-04-2025,2,637,Yes,No
U1395,Kolkata,37,M,Android,App,30-01-2025,29-04-2025,2,528,No,Yes
U1396,Mumbai,24,F,iPhone,App,31-01-2025,11-05-2025,0,334,Yes,No
U1397,Chennai,32,F,Android,App,01-02-2025,12-05-2025,2,448,No,No
U1398,Pune,23,M,Android,Web,02-02-2025,15-04-2025,2,495,Yes,No
U1399,Delhi,36,M,iPhone,App,03-02-2025,29-04-2025,0,1474,No,Yes
U1400,Bangalore,22,M,Android,App,04-02-2025,07-05-2025,0,515,No,No
U1401,Bangalore,36,M,Android,App,05-02-2025,20-04-2025,1,1015,Yes,No
U1402,Bangalore,30,F,Android,App,06-02-2025,20-04-2025,3,1174,Yes,No
U1403,Kolkata,40,M,Android,App,07-02-2025,03-05-2025,1,180,Yes,Yes
U1404,Mumbai,39,M,Android,App,08-02-2025,14-05-2025,4,135,Yes,No
U1405,Hyderabad,42,M,Android,App,09-02-2025,10-05-2025,0,1190,Yes,Yes
U1406,Chennai,40,F,Android,App,10-02-2025,15-05-2025,2,740,Yes,Yes
U1407,Delhi,23,F,Android,App,11-02-2025,18-04-2025,3,981,Yes,Yes
U1408,Pune,21,M,Android,App,12-02-2025,16-04-2025,3,856,No,No
U1409,Delhi,39,M,Android,App,13-02-2025,16-04-2025,2,722,Yes,Yes
U1410,Pune,35,M,Android,App,14-02-2025,15-04-2025,0,567,No,No
U1411,Kolkata,37,F,Android,App,15-02-2025,07-05-2025,2,1265,Yes,No
U1412,Mumbai,27,F,Android,App,16-02-2025,16-04-2025,1,455,No,Yes
U1413,Bangalore,22,F,Android,App,17-02-2025,02-05-2025,3,808,Yes,No
U1414,Mumbai,28,M,Android,App,18-02-2025,03-05-2025,3,1119,Yes,Yes
U1415,Kolkata,39,F,iPhone,App,19-02-2025,06-05-2025,4,1001,No,Yes
U1416,Hyderabad,25,M,Android,App,20-02-2025,30-04-2025,2,772,Yes,No
U1417,Hyderabad,29,M,Android,App,21-02-2025,07-05-2025,1,538,No,No
U1418,Kolkata,40,M,Android,App,22-02-2025,24-04-2025,2,630,Yes,No
U1419,Pune,29,F,Android,App,23-02-2025,19-04-2025,1,226,Yes,No
U1420,Chennai,32,M,Android,App,24-02-2025,22-04-2025,1,304,Yes,Yes
U1421,Chennai,36,F,Android,App,25-02-2025,10-05-2025,3,128,No,Yes
U1422,Pune,28,F,Android,App,26-02-2025,02-05-2025,1,544,Yes,No
U1423,Hyderabad,36,M,Android,App,27-02-2025,07-05-2025,1,1065,No,Yes
U1424,Hyderabad,43,M,Android,App,28-02-2025,03-05-2025,4,563,No,Yes
U1425,Hyderabad,28,F,Android,Web,01-03-2025,03-05-2025,3,1403,Yes,No
U1426,Mumbai,28,M,Android,App,02-03-2025,21-04-2025,3,250,Yes,Yes
U1427,Hyderabad,20,F,Android,App,03-03-2025,25-04-2025,1,339,No,Yes
U1428,Delhi,21,M,Android,App,04-03-2025,30-04-2025,4,365,Yes,No
U1429,Bangalore,35,F,Android,Web,05-03-2025,12-05-2025,2,1228,Yes,No
U1430,Hyderabad,20,F,Android,App,06-03-2025,30-04-2025,2,1012,Yes,No
U1431,Pune,29,F,Android,App,07-03-2025,22-04-2025,1,596,Yes,No
U1432,Bangalore,37,F,Android,App,08-03-2025,17-04-2025,4,784,Yes,Yes
U1433,Mumbai,27,M,Android,App,09-03-2025,15-04-2025,1,257,Yes,No
U1434,Pune,40,M,Android,App,10-03-2025,29-04-2025,4,271,No,No
U1435,Bangalore,30,F,Android,App,11-03-2025,17-04-2025,3,593,Yes,Yes
U1436,Pune,42,F,Android,App,12-03-2025,19-04-2025,2,1069,Yes,Yes
U1437,Mumbai,21,M,iPhone,Web,13-03-2025,11-05-2025,1,1434,No,No
U1438,Delhi,27,M,Android,App,14-03-2025,23-04-2025,1,775,No,No
U1439,Mumbai,41,M,Android,App,15-03-2025,27-04-2025,1,758,No,No
U1440,Mumbai,27,M,Android,App,16-03-2025,11-05-2025,5,1002,Yes,No
U1441,Pune,36,M,Android,App,17-03-2025,03-05-2025,2,765,No,No
U1442,Kolkata,34,M,Android,App,18-03-2025,08-05-2025,0,466,Yes,No
U1443,Chennai,36,F,Android,App,19-03-2025,02-05-2025,2,649,Yes,No
U1444,Hyderabad,42,M,Android,App,20-03-2025,03-05-2025,6,742,Yes,Yes
U1445,Hyderabad,43,M,iPhone,App,21-03-2025,20-04-2025,0,354,Yes,No
U1446,Delhi,32,F,Android,App,22-03-2025,27-04-2025,3,307,No,Yes
U1447,Delhi,38,M,iPhone,Web,23-03-2025,27-04-2025,0,549,Yes,No
U1448,Hyderabad,24,M,Android,App,24-03-2025,28-04-2025,1,194,No,No
U1449,Chennai,31,M,Android,App,25-03-2025,19-04-2025,1,938,No,No
U1450,Hyderabad,20,M,Android,App,26-03-2025,08-05-2025,0,577,Yes,No
U1451,Kolkata,42,M,Android,App,27-03-2025,20-04-2025,3,782,Yes,Yes
U1452,Chennai,24,F,Android,App,28-03-2025,13-05-2025,2,861,Yes,Yes
U1453,Delhi,27,M,Android,App,29-03-2025,17-04-2025,2,289,Yes,Yes
U1454,Bangalore,32,F,Android,App,30-03-2025,30-04-2025,1,810,Yes,No
U1455,Pune,27,F,Android,App,31-03-2025,26-04-2025,2,855,No,No
U1456,Kolkata,44,M,Android,App,01-04-2025,09-05-2025,3,935,Yes,No
U1457,Kolkata,42,F,iPhone,App,02-04-2025,25-04-2025,2,232,Yes,Yes
U1458,Delhi,30,M,Android,App,03-04-2025,22-04-2025,0,154,No,Yes
U1459,Delhi,20,F,iPhone,App,04-04-2025,19-04-2025,4,609,Yes,No
U1460,Mumbai,32,F,iPhone,App,05-04-2025,12-05-2025,2,769,No,Yes
U1461,Kolkata,38,M,iPhone,App,06-04-2025,30-04-2025,2,509,Yes,No
U1462,Mumbai,43,M,Android,App,07-04-2025,14-05-2025,3,1334,Yes,No
U1463,Mumbai,22,M,Android,App,08-04-2025,15-05-2025,1,1416,Yes,No
U1464,Pune,43,M,iPhone,App,09-04-2025,28-04-2025,3,1086,Yes,Yes
U1465,Mumbai,36,M,Android,App,10-04-2025,24-04-2025,0,833,Yes,No
U1466,Chennai,24,F,Android,App,11-04-2025,05-05-2025,0,1238,No,Yes
U1467,Hyderabad,39,F,Android,App,12-04-2025,27-04-2025,2,358,Yes,No
U1468,Bangalore,40,F,Android,App,13-04-2025,23-04-2025,5,1245,No,Yes
U1469,Delhi,27,F,Android,App,14-04-2025,17-04-2025,1,398,Yes,Yes
U1470,Chennai,33,F,Android,App,15-04-2025,20-04-2025,3,660,Yes,No
U1471,Bangalore,23,F,iPhone,App,16-04-2025,29-04-2025,1,396,Yes,Yes
U1472,Kolkata,30,F,Android,App,17-04-2025,15-04-2025,0,461,No,No
U1473,Kolkata,39,M,iPhone,App,18-04-2025,14-05-2025,4,688,Yes,No
U1474,Kolkata,34,M,Android,App,19-04-2025,21-04-2025,1,226,Yes,No
U1475,Chennai,38,F,Android,App,20-04-2025,09-05-2025,3,296,No,No
U1476,Chennai,26,F,Android,Web,21-04-2025,13-05-2025,0,320,Yes,Yes
U1477,Delhi,38,M,Android,App,22-04-2025,04-05-2025,1,1094,No,No
U1478,Hyderabad,38,M,iPhone,App,23-04-2025,22-04-2025,0,190,Yes,Yes
U1479,Mumbai,30,M,Android,Web,24-04-2025,05-05-2025,3,510,No,Yes
U1480,Kolkata,24,M,Android,App,25-04-2025,18-04-2025,1,107,No,No
U1481,Pune,24,F,Android,App,26-04-2025,08-05-2025,1,643,No,Yes
U1482,Hyderabad,41,M,Android,App,27-04-2025,21-04-2025,3,567,Yes,No
U1483,Pune,27,F,Android,App,28-04-2025,27-04-2025,2,419,Yes,No
U1484,Delhi,29,F,Android,App,29-04-2025,17-04-2025,6,368,No,No
U1485,Delhi,25,F,Android,App,30-04-2025,21-04-2025,4,1314,Yes,No
U1486,Delhi,34,M,iPhone,App,01-05-2025,10-05-2025,1,160,Yes,Yes
U1487,Bangalore,35,M,Android,App,02-05-2025,15-05-2025,1,1387,No,No
U1488,Pune,36,F,Android,Web,03-05-2025,15-04-2025,3,896,Yes,No
U1489,Hyderabad,27,F,Android,App,04-05-2025,05-05-2025,2,1218,Yes,Yes
U1490,Hyderabad,27,F,Android,App,05-05-2025,26-04-2025,1,652,Yes,Yes
U1491,Chennai,44,M,Android,App,06-05-2025,18-04-2025,2,1025,Yes,No
U1492,Chennai,28,F,Android,App,07-05-2025,04-05-2025,0,760,Yes,Yes
U1493,Kolkata,21,M,Android,App,08-05-2025,06-05-2025,2,815,No,Yes
U1494,Chennai,34,F,iPhone,Web,09-05-2025,10-05-2025,4,878,Yes,No
U1495,Delhi,37,F,Android,App,10-05-2025,17-04-2025,3,293,No,No
U1496,Hyderabad,22,F,Android,App,11-05-2025,30-04-2025,2,581,No,No
U1497,Pune,36,M,Android,App,12-05-2025,27-04-2025,1,1459,No,No
U1498,Delhi,23,M,Android,App,13-05-2025,29-04-2025,1,1319,Yes,No
U1499,Bangalore,23,F,Android,Web,14-05-2025,10-05-2025,0,954,No,Yes
U1500,Chennai,33,M,Android,App,15-05-2025,29-04-2025,0,1372,Yes,Yes
U1501,Delhi,28,F,iPhone,App,16-05-2025,08-05-2025,3,597,Yes,Yes
U1502,Delhi,28,M,iPhone,App,17-05-2025,01-05-2025,0,311,No,No
U1503,Bangalore,44,M,iPhone,App,18-05-2025,23-04-2025,3,764,Yes,Yes
U1504,Mumbai,42,M,Android,App,19-05-2025,01-05-2025,2,769,No,Yes
U1505,Hyderabad,37,F,Android,App,20-05-2025,15-04-2025,0,320,Yes,No
U1506,Pune,29,M,Android,App,21-05-2025,03-05-2025,4,372,No,Yes
U1507,Kolkata,40,M,iPhone,App,22-05-2025,26-04-2025,0,1277,Yes,Yes
U1508,Mumbai,23,F,Android,App,23-05-2025,30-04-2025,2,1372,No,No
U1509,Chennai,31,F,iPhone,App,24-05-2025,13-05-2025,2,378,Yes,Yes
U1510,Delhi,27,F,Android,App,25-05-2025,28-04-2025,3,915,Yes,Yes
U1511,Bangalore,21,F,Android,App,26-05-2025,03-05-2025,5,375,Yes,Yes
U1512,Bangalore,41,M,Android,App,27-05-2025,14-05-2025,1,1104,Yes,No
U1513,Hyderabad,32,M,Android,App,28-05-2025,16-04-2025,0,613,Yes,No
U1514,Mumbai,40,M,Android,App,29-05-2025,01-05-2025,2,1211,Yes,Yes
U1515,Kolkata,35,M,Android,App,30-05-2025,05-05-2025,1,1022,Yes,No
U1516,Hyderabad,21,M,Android,App,31-05-2025,17-04-2025,3,741,Yes,Yes
U1517,Delhi,30,F,Android,App,01-06-2025,16-04-2025,5,604,Yes,No
U1518,Hyderabad,29,M,Android,App,02-06-2025,03-05-2025,2,689,No,Yes
U1519,Pune,34,M,Android,App,03-06-2025,08-05-2025,1,871,No,No
U1520,Bangalore,36,M,Android,App,04-06-2025,21-04-2025,2,1364,No,No
U1521,Bangalore,27,F,Android,Web,05-06-2025,21-04-2025,1,839,No,No
U1522,Chennai,37,F,Android,App,06-06-2025,26-04-2025,1,774,Yes,Yes
U1523,Chennai,42,M,Android,App,07-06-2025,24-04-2025,1,1359,Yes,Yes
U1524,Kolkata,28,F,Android,App,08-06-2025,25-04-2025,3,1113,Yes,No
U1525,Delhi,44,F,Android,App,09-06-2025,06-05-2025,2,227,No,Yes
U1526,Pune,27,F,Android,App,10-06-2025,21-04-2025,1,602,No,No
U1527,Mumbai,33,F,Android,App,11-06-2025,24-04-2025,0,1323,Yes,No
U1528,Hyderabad,44,F,iPhone,Web,12-06-2025,07-05-2025,1,1001,Yes,No
U1529,Kolkata,37,F,Android,App,13-06-2025,29-04-2025,1,642,Yes,Yes
U1530,Delhi,41,F,Android,App,14-06-2025,18-04-2025,0,591,Yes,No
U1531,Chennai,39,M,Android,App,15-06-2025,22-04-2025,2,1144,Yes,No
U1532,Hyderabad,39,M,iPhone,App,16-06-2025,02-05-2025,1,1357,Yes,No
U1533,Chennai,40,F,Android,App,17-06-2025,22-04-2025,1,813,No,Yes
U1534,Hyderabad,31,M,Android,App,18-06-2025,18-04-2025,2,890,Yes,Yes
U1535,Mumbai,38,M,iPhone,App,19-06-2025,22-04-2025,2,515,No,Yes
U1536,Delhi,33,F,Android,App,20-06-2025,04-05-2025,3,247,No,Yes
U1537,Hyderabad,36,M,iPhone,App,21-06-2025,19-04-2025,4,1069,No,No
U1538,Pune,43,F,Android,App,22-06-2025,15-05-2025,1,128,No,No
U1539,Kolkata,40,F,iPhone,App,23-06-2025,24-04-2025,2,1484,No,Yes
U1540,Bangalore,22,F,Android,App,24-06-2025,29-04-2025,0,407,No,No
U1541,Pune,42,M,Android,App,25-06-2025,30-04-2025,2,261,No,Yes
U1542,Pune,26,M,Android,App,26-06-2025,19-04-2025,2,968,Yes,Yes
U1543,Kolkata,36,M,Android,App,27-06-2025,18-04-2025,2,951,No,Yes
U1544,Bangalore,31,M,Android,App,28-06-2025,03-05-2025,2,160,No,Yes
U1545,Pune,28,F,iPhone,App,29-06-2025,16-04-2025,0,224,No,No
U1546,Hyderabad,34,F,iPhone,App,30-06-2025,08-05-2025,3,1194,No,Yes
U1547,Hyderabad,37,M,Android,App,01-07-2025,24-04-2025,2,937,Yes,No
U1548,Hyderabad,40,F,iPhone,App,02-07-2025,16-04-2025,2,565,Yes,Yes
U1549,Bangalore,32,F,Android,Web,03-07-2025,21-04-2025,3,342,Yes,No
U1550,Pune,40,M,Android,App,04-07-2025,04-05-2025,1,1344,Yes,Yes
U1551,Bangalore,27,F,Android,App,05-07-2025,20-04-2025,0,572,No,Yes
U1552,Hyderabad,33,M,Android,App,06-07-2025,05-05-2025,3,1058,Yes,Yes
U1553,Kolkata,27,F,Android,App,07-07-2025,11-05-2025,0,632,Yes,Yes
U1554,Pune,33,M,Android,App,08-07-2025,29-04-2025,1,593,Yes,Yes
U1555,Pune,26,F,iPhone,App,09-07-2025,18-04-2025,5,998,Yes,No
U1556,Chennai,42,F,Android,App,10-07-2025,03-05-2025,1,181,No,No
U1557,Chennai,31,M,iPhone,App,11-07-2025,25-04-2025,1,955,No,No
U1558,Mumbai,30,M,Android,App,12-07-2025,17-04-2025,5,978,Yes,No
U1559,Delhi,41,M,Android,App,13-07-2025,28-04-2025,5,1022,Yes,Yes
U1560,Chennai,41,M,Android,App,14-07-2025,18-04-2025,4,111,Yes,Yes
U1561,Bangalore,30,F,iPhone,App,15-07-2025,21-04-2025,2,1386,Yes,No
U1562,Chennai,44,F,Android,App,16-07-2025,05-05-2025,0,548,Yes,No
U1563,Mumbai,41,M,Android,App,17-07-2025,30-04-2025,1,1315,No,No
U1564,Pune,32,F,Android,App,18-07-2025,22-04-2025,5,861,Yes,No
U1565,Mumbai,37,M,Android,App,19-07-2025,15-04-2025,3,1237,Yes,Yes
U1566,Pune,21,M,Android,App,20-07-2025,24-04-2025,0,125,Yes,Yes
U1567,Kolkata,40,F,Android,Web,21-07-2025,17-04-2025,1,607,No,Yes
U1568,Kolkata,34,F,Android,App,22-07-2025,07-05-2025,1,161,No,Yes
U1569,Pune,39,M,Android,App,23-07-2025,07-05-2025,2,328,No,Yes
U1570,Delhi,37,M,Android,App,24-07-2025,21-04-2025,4,706,Yes,Yes
U1571,Chennai,34,M,Android,App,25-07-2025,07-05-2025,2,1158,No,No
U1572,Bangalore,38,F,Android,Web,26-07-2025,04-05-2025,1,990,Yes,No
U1573,Bangalore,42,F,Android,App,27-07-2025,12-05-2025,1,860,Yes,No
U1574,Hyderabad,43,F,iPhone,App,28-07-2025,03-05-2025,3,694,Yes,No
U1575,Pune,31,F,Android,App,29-07-2025,12-05-2025,2,1148,Yes,Yes
U1576,Bangalore,32,M,Android,App,30-07-2025,27-04-2025,3,1155,No,Yes
U1577,Delhi,41,M,Android,App,31-07-2025,15-05-2025,2,1135,No,No
U1578,Pune,30,M,Android,App,01-08-2025,01-05-2025,1,1442,Yes,Yes
U1579,Delhi,24,M,Android,Web,02-08-2025,15-04-2025,0,100,No,Yes
U1580,Bangalore,20,M,Android,App,03-08-2025,16-04-2025,4,1259,No,Yes
U1581,Bangalore,43,M,Android,App,04-08-2025,12-05-2025,5,1319,No,Yes
U1582,Hyderabad,22,F,iPhone,App,05-08-2025,14-05-2025,3,232,Yes,No
U1583,Bangalore,41,F,Android,App,06-08-2025,06-05-2025,0,185,Yes,Yes
U1584,Pune,38,M,Android,Web,07-08-2025,24-04-2025,1,1447,Yes,No
U1585,Kolkata,42,M,Android,Web,08-08-2025,23-04-2025,4,1303,No,No
U1586,Pune,26,F,Android,App,09-08-2025,04-05-2025,3,615,Yes,Yes
U1587,Pune,31,F,Android,App,10-08-2025,29-04-2025,2,274,Yes,Yes
U1588,Hyderabad,34,F,Android,App,11-08-2025,30-04-2025,2,862,Yes,Yes
U1589,Hyderabad,44,F,Android,Web,12-08-2025,28-04-2025,2,1144,Yes,Yes
U1590,Bangalore,24,M,Android,App,13-08-2025,17-04-2025,4,1096,No,No
U1591,Mumbai,34,M,Android,App,14-08-2025,28-04-2025,1,1228,No,No
U1592,Mumbai,27,M,Android,Web,15-08-2025,28-04-2025,0,677,No,No
U1593,Hyderabad,29,M,Android,Web,16-08-2025,22-04-2025,1,148,No,Yes
U1594,Bangalore,35,M,Android,App,17-08-2025,28-04-2025,5,627,Yes,No
U1595,Mumbai,27,F,iPhone,App,18-08-2025,28-04-2025,4,244,Yes,No
U1596,Bangalore,20,M,Android,Web,19-08-2025,01-05-2025,1,1463,Yes,Yes
U1597,Bangalore,31,F,Android,App,20-08-2025,06-05-2025,4,861,Yes,No
U1598,Bangalore,24,M,iPhone,Web,21-08-2025,22-04-2025,5,1477,Yes,Yes
U1599,Chennai,22,M,Android,App,22-08-2025,09-05-2025,0,1198,No,No
U1600,Pune,20,M,Android,App,23-08-2025,19-04-2025,1,1028,Yes,No
U1601,Bangalore,23,M,Android,App,24-08-2025,28-04-2025,2,893,No,Yes
U1602,Chennai,27,M,Android,App,25-08-2025,13-05-2025,1,418,Yes,No
U1603,Hyderabad,22,F,Android,App,26-08-2025,07-05-2025,4,1210,Yes,Yes
U1604,Mumbai,29,F,Android,App,27-08-2025,05-05-2025,2,797,Yes,Yes
U1605,Pune,21,F,Android,App,28-08-2025,16-04-2025,2,946,Yes,No
U1606,Kolkata,30,M,Android,App,29-08-2025,08-05-2025,3,882,Yes,No
U1607,Mumbai,44,M,iPhone,App,30-08-2025,06-05-2025,1,141,Yes,Yes
U1608,Pune,29,F,Android,App,31-08-2025,10-05-2025,1,1216,Yes,Yes
U1609,Kolkata,40,M,Android,App,01-09-2025,21-04-2025,0,628,Yes,Yes
U1610,Mumbai,33,M,iPhone,App,02-09-2025,14-05-2025,4,1388,Yes,Yes
U1611,Pune,26,F,Android,App,03-09-2025,08-05-2025,2,391,No,No
U1612,Mumbai,21,M,iPhone,App,04-09-2025,22-04-2025,1,1068,No,No
U1613,Mumbai,28,F,Android,App,05-09-2025,18-04-2025,2,196,Yes,No
U1614,Kolkata,35,M,Android,App,06-09-2025,16-04-2025,1,1218,No,Yes
U1615,Mumbai,32,F,Android,Web,07-09-2025,03-05-2025,1,1449,No,No
U1616,Mumbai,28,M,Android,App,08-09-2025,11-05-2025,0,173,No,Yes
U1617,Kolkata,39,M,Android,App,09-09-2025,06-05-2025,0,1459,Yes,No
U1618,Hyderabad,23,F,iPhone,Web,10-09-2025,29-04-2025,2,1191,Yes,No
U1619,Bangalore,41,M,Android,App,11-09-2025,08-05-2025,2,857,No,No
U1620,Delhi,29,M,Android,App,12-09-2025,20-04-2025,7,1200,Yes,Yes
U1621,Chennai,41,F,iPhone,App,13-09-2025,21-04-2025,3,307,No,Yes
U1622,Delhi,31,M,Android,App,14-09-2025,12-05-2025,3,1344,No,Yes
U1623,Delhi,36,F,Android,App,15-09-2025,17-04-2025,5,1385,Yes,No
U1624,Pune,33,M,iPhone,App,16-09-2025,13-05-2025,3,509,Yes,Yes
U1625,Bangalore,33,M,Android,App,17-09-2025,22-04-2025,1,430,Yes,Yes
U1626,Pune,44,M,Android,App,18-09-2025,18-04-2025,2,443,Yes,Yes
U1627,Bangalore,21,M,iPhone,App,19-09-2025,11-05-2025,0,1088,Yes,No
U1628,Kolkata,40,F,Android,App,20-09-2025,02-05-2025,2,870,Yes,Yes
U1629,Kolkata,44,M,Android,App,21-09-2025,30-04-2025,3,173,Yes,No
U1630,Bangalore,39,F,Android,App,22-09-2025,14-05-2025,5,353,Yes,No
U1631,Mumbai,30,M,Android,App,23-09-2025,23-04-2025,2,1058,No,No
U1632,Hyderabad,35,M,iPhone,App,24-09-2025,06-05-2025,1,919,Yes,Yes
U1633,Mumbai,38,M,Android,App,25-09-2025,19-04-2025,3,1085,No,Yes
U1634,Hyderabad,42,M,Android,App,26-09-2025,30-04-2025,0,431,No,Yes
U1635,Pune,25,F,Android,App,27-09-2025,01-05-2025,3,1468,Yes,Yes
